項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
231,22436,20：長野県,栗林遺跡,中野市,76号貯蔵穴,オニグルミ核,T,e,縄文時代後期前葉,----,B,GaK-16934,β線法,4040,80,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1994,貯蔵穴と水さらし場状遺構発見の意義,571-580,----,(財)長野県埋蔵文化財センター発掘調査報告書19　県道長野豊野線バイパス志賀中野有料道路　中野市内　栗林遺跡･七瀬遺跡,長野県　長野県道路公社　(財)長野県埋蔵文化財センター
232,22431,20：長野県,栗林遺跡,中野市,9b層,腐植質シルト質粘土,T,k,不明,----,ABCDEFGH,Gak-16503,β線法,9340,180,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1994,貯蔵穴と水さらし場状遺構発見の意義,571-580,----,(財)長野県埋蔵文化財センター発掘調査報告書19　県道長野豊野線バイパス志賀中野有料道路　中野市内　栗林遺跡･七瀬遺跡,長野県　長野県道路公社　(財)長野県埋蔵文化財センター
233,22429,20：長野県,栗林遺跡,中野市,6層,礫混じり砂質シルト,T,k,不明,----,ABCDEFGH,Gak-16501,β線法,11620,270,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1994,貯蔵穴と水さらし場状遺構発見の意義,571-580,----,(財)長野県埋蔵文化財センター発掘調査報告書19　県道長野豊野線バイパス志賀中野有料道路　中野市内　栗林遺跡･七瀬遺跡,長野県　長野県道路公社　(財)長野県埋蔵文化財センター
234,22427,20：長野県,栗林遺跡,中野市,腐植質層,木材,T,d,不明,----,ABCDEFGH,Gak-15799,β線法,900,140,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1994,貯蔵穴と水さらし場状遺構発見の意義,571-580,----,(財)長野県埋蔵文化財センター発掘調査報告書19　県道長野豊野線バイパス志賀中野有料道路　中野市内　栗林遺跡･七瀬遺跡,長野県　長野県道路公社　(財)長野県埋蔵文化財センター
235,22471,20：長野県,構井･阿弥陀堂遺跡,茅野市ちの,SB30　覆土下層,炭化材,T,f,縄文時代前期前葉,中越式,B,IAAA-52324,AMS法,6040,50,----,----,-21.93,0.98,----,(株)加速器分析研究所,(株)加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定)　構井･阿弥陀堂遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書84　(都)大年線建設に伴う埋蔵文化財発掘調査報告書　茅野市内　構井･阿弥陀堂遺跡,長野県諏訪建設事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
236,22472,20：長野県,構井･阿弥陀堂遺跡,茅野市ちの,SB34　覆土下層,炭化材,T,f,縄文時代前期前葉,中越式,B,IAAA-52325,AMS法,5950,50,----,----,-28.28,0.86,----,(株)加速器分析研究所,(株)加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定)　構井･阿弥陀堂遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書84　(都)大年線建設に伴う埋蔵文化財発掘調査報告書　茅野市内　構井･阿弥陀堂遺跡,長野県諏訪建設事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
237,22474,20：長野県,構井･阿弥陀堂遺跡,茅野市ちの,SB34,炭化材,T,f,縄文時代前期前葉,中越式,B,IAAA-52327,AMS法,5930,50,----,----,-24.95,0.93,----,(株)加速器分析研究所,(株)加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定)　構井･阿弥陀堂遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書84　(都)大年線建設に伴う埋蔵文化財発掘調査報告書　茅野市内　構井･阿弥陀堂遺跡,長野県諏訪建設事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
238,22473,20：長野県,構井･阿弥陀堂遺跡,茅野市ちの,SB34,炭化材,T,f,縄文時代前期前葉,中越式,B,IAAA-52326,AMS法,5850,50,----,----,23.35,0.74,----,(株)加速器分析研究所,(株)加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定)　構井･阿弥陀堂遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書84　(都)大年線建設に伴う埋蔵文化財発掘調査報告書　茅野市内　構井･阿弥陀堂遺跡,長野県諏訪建設事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
239,22470,20：長野県,構井･阿弥陀堂遺跡,茅野市ちの,SB30,炭化材,T,f,縄文時代前期前葉,中越式,B,IAAA-52323,AMS法,5990,40,----,----,-24.75,0.83,----,(株)加速器分析研究所,(株)加速器分析研究所,2008,放射性炭素年代測定結果報告書(AMS測定)　構井･阿弥陀堂遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書84　(都)大年線建設に伴う埋蔵文化財発掘調査報告書　茅野市内　構井･阿弥陀堂遺跡,長野県諏訪建設事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
240,22418,20：長野県,橋原遺跡,岡谷市川岸橋原,砂層中,植物遺体,T,d,縄文時代末,----,B,不明,β線法,2660,100,----,----,----,----,----,岡谷市教育委員会,学習院大学,1981,植物体の年代測定,124,----,郷土の文化財12　橋原遺跡,岡谷市教育委員会　日本国有鉄道岐阜工事局長野工事事務所
241,22620,20：長野県,水内坐一元神社遺跡,長野市大字小島字三ツ家沖,2地点　黒色泥質土上部,土壌,T,k,不明,----,ABCDEFGH,IAAA-72875,AMS法,1750,40,1752,38,-20.21,0.45,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2010,柳原総合市民センター地点･埋没河川,134-147,----,長野市の埋蔵文化財第125集　小島･柳原遺跡群　水内坐一元神社遺跡(5)　中俣遺跡(4),長野市教育委員会文化財課埋蔵文化財センター
242,22621,20：長野県,水内坐一元神社遺跡,長野市大字小島字三ツ家沖,2地点　黒色泥質土下部,土壌,T,k,不明,----,ABCDEFGH,IAAA-72876,AMS法,1860,40,1858,34,-19.51,0.85,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2010,柳原総合市民センター地点･埋没河川,134-147,----,長野市の埋蔵文化財第125集　小島･柳原遺跡群　水内坐一元神社遺跡(5)　中俣遺跡(4),長野市教育委員会文化財課埋蔵文化財センター
243,22619,20：長野県,水内坐一元神社遺跡,長野市大字小島字三ツ家沖,2地点　6層,木材(広葉樹),T,d,不明,----,ABCDEFGH,IAAA-31922,AMS法,2090,40,2094,34,-30.11,0.98,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2010,市道柳原東西線地点･埋没河川　自然科学分析,111-128,----,長野市の埋蔵文化財第125集　小島･柳原遺跡群　水内坐一元神社遺跡(5)　中俣遺跡(4),長野市教育委員会文化財課埋蔵文化財センター
244,22618,20：長野県,水内坐一元神社遺跡,長野市大字小島字三ツ家沖,2地点　5層,木材(広葉樹),T,d,不明,----,ABCDEFGH,IAAA-31921,AMS法,1600,40,1603,35,-27.61,0.92,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2010,市道柳原東西線地点･埋没河川　自然科学分析,111-128,----,長野市の埋蔵文化財第125集　小島･柳原遺跡群　水内坐一元神社遺跡(5)　中俣遺跡(4),長野市教育委員会文化財課埋蔵文化財センター
245,22739,20：長野県,沢田鍋土遺跡,中野市大字立ヶ花字鍋土,SX108c　覆土,炭化材(コナラ節),T,f,縄文時代,----,B,PLD-20239,AMS法,3855,25,3853,24,-29.9,0.14,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2013,沢田鍋土遺跡の自然科学分析,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書94　北陸新幹線建設事業埋蔵文化財発掘調査報告書7　中野市内その1　沢田鍋土遺跡　立ヶ花表遺跡　立ヶ花城跡,独立行政法人鉄道建設･運輸施設整備支援機構鉄道建設本部北陸新幹線建設局　(財)長野県文化財振興事業団長野県埋蔵文化財センター
246,22385,20：長野県,海岸寺遺跡,松本市入山辺,平坦地7　盛土層4層,炭化物,T,h,不明,----,ABCDEFGH,IAAA-131313,AMS法,610,20,608,23,-23.49,0.6,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,海岸寺遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書110　海岸寺遺跡,長野県松本建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
247,22384,20：長野県,海岸寺遺跡,松本市入山辺,平坦地7　盛土層4層,炭化物,T,h,不明,----,ABCDEFGH,IAAA-131312,AMS法,590,20,592,24,-24.69,0.4,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,海岸寺遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書110　海岸寺遺跡,長野県松本建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
248,22531,20：長野県,清水山窯跡,小布施市,18層上,木材,T,d,不明,----,ABCDEFGH,GaK-16938,β線法,6400,110,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
249,22533,20：長野県,清水山窯跡,小布施市,20層,木材,T,d,不明,----,ABCDEFGH,GaK-16946,β線法,5940,130,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
250,22534,20：長野県,清水山窯跡,小布施市,21層,木材,T,d,不明,----,ABCDEFGH,GaK-16941,β線法,5890,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
251,22535,20：長野県,清水山窯跡,小布施市,22層,木材,T,d,不明,----,ABCDEFGH,GaK-16943,β線法,7400,120,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
252,22537,20：長野県,清水山窯跡,小布施市,25層,木材,T,d,不明,----,ABCDEFGH,GaK-16949,β線法,21760,410,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
253,22538,20：長野県,清水山窯跡,小布施市,26層,木材,T,d,不明,----,ABCDEFGH,GaK-16940,β線法,27090,720,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
254,22539,20：長野県,清水山窯跡,小布施市,27層,木材,T,d,不明,----,ABCDEFGH,GaK-16948,β線法,22990,490,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
255,22541,20：長野県,清水山窯跡,小布施市,30層,木材,T,d,不明,----,ABCDEFGH,GaK-16942,β線法,26620,930,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
256,22540,20：長野県,清水山窯跡,小布施市,29層,木材,T,d,不明,----,ABCDEFGH,GaK-16945,β線法,28900,1160,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
257,22536,20：長野県,清水山窯跡,小布施市,23層,木材,T,d,不明,----,ABCDEFGH,GaK-16950,β線法,6300,140,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
258,22532,20：長野県,清水山窯跡,小布施市,19層,木材,T,d,不明,----,ABCDEFGH,GaK-16944,β線法,6610,110,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
259,22527,20：長野県,清水山窯跡,小布施市,14層,木材,T,d,不明,----,ABCDEFGH,GaK-16939,β線法,4900,90,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
260,22528,20：長野県,清水山窯跡,小布施市,15層,木材,T,d,不明,----,ABCDEFGH,GaK-16936,β線法,4910,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
261,22529,20：長野県,清水山窯跡,小布施市,16層,木材,T,d,不明,----,ABCDEFGH,GaK-16935,β線法,5790,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
262,22530,20：長野県,清水山窯跡,小布施市,17層,木材,T,d,不明,----,ABCDEFGH,GaK-16937,β線法,5990,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
263,22526,20：長野県,清水山窯跡,小布施市,13層,木材,T,d,不明,----,ABCDEFGH,GaK-16947,β線法,5290,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1998,清水山窯跡④区の放射性炭素年代測定結果,238,----,(財)長野県埋蔵文化財センター発掘調査報告書28　上信越自動車道埋蔵文化財発掘調査報告書4　中野市内その3･豊田村内　牛出遺跡･韮山遺跡･風呂屋遺跡･対面所遺跡･飛山遺跡･大谷地遺跡･八号堤遺跡,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
264,22425,20：長野県,熊久保遺跡,東筑摩郡朝日村大字古見,18号住居址,炭化材(クリ),T,f,縄文時代中期後葉,----,B,IAAA-11286,AMS法,4260,40,----,----,-23.84,0.71,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2003,熊久保遺跡出土炭化材の年代と樹種,259-261,----,朝日村文化財調査報告書第1集　熊久保遺跡第10次発掘調査報告書,朝日村教育委員会
265,23280,20：長野県,琵琶島遺跡,中野市大字豊津,SK237　埋土上層　北側,木炭,T,f,不明,----,ABCDEFGH,IAAA-122127,AMS法,1170,30,1172,25,-27.66,0.59,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
266,23289,20：長野県,琵琶島遺跡,中野市大字豊津,穴182　埋土,炭化物,T,h,縄文時代,----,B,IAAA-131176,AMS法,3620,30,3624,28,-25.35,0.61,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
267,23292,20：長野県,琵琶島遺跡,中野市大字豊津,北壁　ⅢC層上部,炭化物,T,h,縄文時代,----,B,IAAA-131179,AMS法,3960,30,3961,27,-26.97,0.36,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
268,23295,20：長野県,琵琶島遺跡,中野市大字豊津,東壁（ⅡJ区）　ⅢC層上部,炭化物,T,h,縄文時代,----,B,IAAA-131182,AMS法,3880,30,3876,25,-24.34,0.4,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
269,23296,20：長野県,琵琶島遺跡,中野市大字豊津,北東－南西トレンチ（ⅡJ区）　10-1層,炭化物,T,h,縄文時代,----,B,IAAA-131183,AMS法,9180,30,9179,34,-26.22,0.6,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
270,23294,20：長野県,琵琶島遺跡,中野市大字豊津,北壁、沢状地形　10層,木炭,T,f,縄文時代,----,B,IAAA-131181,AMS法,9240,30,9237,34,-25.09,0.58,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
271,23281,20：長野県,琵琶島遺跡,中野市大字豊津,SK291　2層中層,炭化物,T,h,不明,----,ABCDEFGH,IAAA-122128,AMS法,5220,30,5217,28,-24.8,0.51,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
272,23271,20：長野県,琵琶島遺跡,中野市大字豊津,ST22 pit3　埋土1層,炭化物,T,h,不明,----,ABCDEFGH,IAAA-122118,AMS法,3980,30,3982,28,-26.43,0.38,----,(株)加速器分析研究所,(株)加速器分析研究所,2016,琵琶島遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書112　琵琶島遺跡　壁田城跡　ねごや遺跡　一般県道豊田中野線建設事業埋蔵文化財発掘調査報告書　中野市,長野県北信建設事務所　(一財)長野県文化振興事業団長野県埋蔵文化財センター
273,22930,20：長野県,矢出川遺跡,南佐久郡南牧村野辺山,谷底低地最下部　褐色分解泥炭層上部,木材,T,d,不明,----,ABCDEFGH,不明,β線法,29400,830,----,----,----,----,----,安田喜憲,京都産業大学,1982,長野県矢出川遺跡群の古環境復元調査報告(2),50-58,----,報告･野辺山シンポジウム1981,明治大学考古学研究室
274,22669,20：長野県,石子原遺跡,飯田市山本,SF59　埋土1層,炭化物,T,h,縄文時代早期,----,B,IAAA-42145,AMS法,9570,70,----,----,-25.25,0.01,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
275,22670,20：長野県,石子原遺跡,飯田市山本,SK84　埋土炭混じり層,炭化物,T,h,縄文時代早期,----,B,IAAA-42146,AMS法,9490,70,----,----,-26.37,0.01,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
276,22671,20：長野県,石子原遺跡,飯田市山本,SK85　埋土3層,炭化物,T,h,縄文時代早期,----,B,IAAA-42147,AMS法,9280,70,----,----,-24.81,0,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
277,22672,20：長野県,石子原遺跡,飯田市山本,SF88　埋土,炭化物,T,h,縄文時代,----,B,IAAA-42148,AMS法,9420,70,----,----,-26.62,0.01,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
278,22668,20：長野県,石子原遺跡,飯田市山本,SF57　埋土1層,炭化物,T,h,縄文時代,----,B,IAAA-42144,AMS法,9520,80,----,----,-25.41,0.01,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
279,22667,20：長野県,石子原遺跡,飯田市山本,SF53　埋土2層,炭化物,T,h,縄文時代,----,B,IAAA-42143,AMS法,9750,80,----,----,-25.35,0,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
280,22666,20：長野県,石子原遺跡,飯田市山本,SK51　埋土最下層,炭化物,T,h,縄文時代,----,B,IAAA-42142,AMS法,4150,50,----,----,-24.35,0,----,長野県埋蔵文化財センター,(株)加速器分析研究所,2007,炭化物のC14年代測定,30-35,----,長野県埋蔵文化財センター発掘調査報告書80　中央自動車道西宮線飯田南ジャンクション埋蔵文化財発掘調査報告書　石子原遺跡　山本西平遺跡　辻原遺跡　赤羽原遺跡,中日本高速道路株式会社　長野県埋蔵文化財センター
