"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"819","IAAA-160584","20",NA,"Tohoku",333,"法正尻","福島県磐梯町・猪苗代町","図749-1","土器付着物","Ceramic Organic Residue","大木8a式","C9","","C9",4400,27,"-25.25","0.37","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"820","IAAA-160585","21",NA,"Tohoku",333,"法正尻","福島県磐梯町・猪苗代町","図749-6","土器付着物","Ceramic Organic Residue","大木8a式","C10","C10ab","C10",4475,26,"-25.03","0.47","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"821","IAAA-160586","22",NA,"Tohoku",300,"桑名邸","福島県天栄町","図46-9住2","土器付着物","Ceramic Organic Residue","大木8b式","C11","","C11",4431,26,"-25.11","0.43","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"822","IAAA-160587","23",NA,"Tohoku",300,"桑名邸","福島県天栄町","図69-14住1","土器付着物","Ceramic Organic Residue","大木8b式","C10","C10c","C10",4458,27,"-26.01","0.57","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"823","IAAA-160588","24",NA,"Tohoku",300,"桑名邸","福島県天栄町","図73-15住2","土器付着物","Ceramic Organic Residue","大木8b式","C11","","C11",4243,28,"-25.88","0.39","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"824","IAAA-160589","25",NA,"Tohoku",300,"桑名邸","福島県天栄町","図189-381坑1","土器付着物","Ceramic Organic Residue","大木8a式","C9","","C9",4408,26,"-25.62","0.43","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"825","IAAA-160590","26",NA,"Tohoku",300,"桑名邸","福島県天栄町","図191-413坑1","土器付着物","Ceramic Organic Residue","大木8a式","C9","","C9",4395,28,"-26.88","0.34","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"826","IAAA-160599","35",NA,"Tohoku",57,"中江聖の宮","福島県会津美里町","図42-3","土器付着物","Ceramic Organic Residue","大木7a式","C1","","C1",4636,29,"-27.74","0.52","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"827","IAAA-160601","37",NA,"Tohoku",24,"上ノ台A","福島県飯館村","図233-6","土器付着物","Ceramic Organic Residue","大木7b式","C6","","C56",4571,29,"-26.2","0.47","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"828","IAAA-160602","38",NA,"Tohoku",104,"前山A遺跡","福島県富岡町","図39-2","土器付着物","Ceramic Organic Residue","大木9式","C12","","C12",4308,27,"-26.4","0.39","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"829","IAAA-160603","39",NA,"Tohoku",333,"法正尻","福島県磐梯町・猪苗代町","図498-3","土器付着物","Ceramic Organic Residue","大木8a式","C9","","C9",4554,28,"-28.21","0.44","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"830","IAAA-160604","40",NA,"Tohoku",147,"塩沢上原Ａ","福島県二本松市","図54-28","土器付着物","Ceramic Organic Residue","大木9式","C12","","C12",4323,29,"-26.37","0.48","加速器分析研究所2016「まほろん所蔵資料のAMS年代測定結果報告（平成28年度分）」『福島県文化財センター白河館研究紀要2016』"
"831","TKA-18387","",NA,"Kanto",123,"原","東京都三鷹市大沢","SI24住居跡炉内","炭化材","Charred Remains","勝坂3式","C9","C9a","C9",4400,21,"-26.9","0.4","パリノ・サーヴェイ株式会社2017「三鷹市原遺跡出土炭化材の年代測定」『原遺跡』三鷹市文化財発掘調査報告第43集"
"832","IAAA-170125","3",NA,"Tohoku",306,"植松C","福島県南相馬市原町区","図187-16","土器付着物","Ceramic Organic Residue","大木7b式","C4","","C234",4590,30,"-25.25","0.24","今野徹・神林幸太郎2018『県道浪江鹿島線関連遺跡発掘調査報告１　植松C遺跡』福島県文化財調査報告書第524集"
"833","IAAA-180508","14",NA,"Tohoku",511,"馬場前（1次）","福島県南相馬市原町区","図97-2,64号土坑","土器付着物","Ceramic Organic Residue","大木8a式（ミニチュア）","C9","","C9",4495,26,"-27.75±0.39","","福島県教育委員会2001『常磐自動車道遺跡発掘調査報告25』"
"834","IAAA-180509","15",NA,"Tohoku",24,"上ノ台Ａ（2次）","福島県南相馬市原町区","図223-3,14号埋甕","土器付着物","Ceramic Organic Residue","大木10式（中期末～後期初）","C14","","C14",3938,26,"-26.16±0.38","","福島県教育委員会1990『真野ダム関連遺跡発掘調査報告』XIV"
"835","IAAA-180510","16",NA,"Tohoku",612,"北向","福島県南相馬市原町区","図108-9","土器付着物","Ceramic Organic Residue","大木10式（中期末～後期初）","C14","","C14",4035,26,"-27.40±0.33","","福島県教育委員会1990『東北自動車縦貫道遺跡発掘調査報告』７"
"836","IAAA-180513","19",NA,"Tohoku",612,"北向","福島県南相馬市原町区","図108-9","土器付着物","Ceramic Organic Residue","大木10式（中期末～後期初）","C14","","C14",4041,26,"-30.77±0.38","","福島県教育委員会1990『東北自動車縦貫道遺跡発掘調査報告』７"
"837","TKA-19167","NNMBH10216",NA,"Chubu",607,"ひんご遺跡","長野県栄村","SQ28","土器付着物","Ceramic Organic Residue","中期末葉","C14","","C14",3966,27,"","-28.1 ± 0.3 ‰","小林謙一「放射性炭素年代測定（２）」本文107-111,DVD,『栄村ひんご遺跡』長野県埋蔵文化財センター発掘調査報告書118　長野県建設部北信建設事務所・長野県埋蔵文化財センター　2018/9"
"838","TKA-19171","NNMBH10455",NA,"Chubu",607,"ひんご遺跡","長野県栄村","SB28","土器付着物","Ceramic Organic Residue","火炎系","C9","C9a","C9",4482,28,"","-23.6 ± 0.3 ‰","小林謙一「放射性炭素年代測定（２）」本文107-111,DVD,『栄村ひんご遺跡』長野県埋蔵文化財センター発掘調査報告書118　長野県建設部北信建設事務所・長野県埋蔵文化財センター　2018/9"
"839","TKA-19321","HKHKW1",NA,"Tohoku",601,"和台","福島県福島市","134住P1内埋設　275図47","土器付着物","Ceramic Organic Residue","大木10式","C13","","C13",4191,30,"","-26.3 ± 0.3 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"840","TKA-19322","HKHKW2",NA,"Tohoku",601,"和台","福島県福島市","SK1774　497図7","土器付着物","Ceramic Organic Residue","大木10式","C14","","C14",3920,30,"","-26.4 ± 0.3 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"841","TKA-19323","HKHKW6",NA,"Tohoku",601,"和台","福島県福島市","156住1層　337図66","土器付着物","Ceramic Organic Residue","大木10式","C13","","C13",4016,31,"","-28.8 ± 0.3 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"842","TKA-19403","HKHKTK7",NA,"Tohoku",609,"月崎6次","福島県福島市","53図2　84頁","土器付着物","Ceramic Organic Residue","大木7b","C6","","C56",4543,27,"","-30.0 ± 0.2 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"843","TKA-19404","HKHKTK8",NA,"Tohoku",609,"月崎6次","福島県福島市","55図8　86頁","土器付着物","Ceramic Organic Residue","大木8a(10期）","C10","","C10",4522,23,"","-20.9 ± 0.2 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"844","TKA-19427","HKHKW4",NA,"Tohoku",601,"和台","福島県福島市","SK442　480図19","土器付着物","Ceramic Organic Residue","大木10式","C14","","C14",3998,56,"","-29.5 ± 0.5 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"845","TKA-19434","HKHKTK3b",NA,"Tohoku",609,"月崎18次","福島県福島市","96図2　160頁","土器付着物","Ceramic Organic Residue","大木7a（阿1a）","C6","","C56",4497,37,"","-24.3 ± 0.4 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"846","TKA-19435","HKHKTK6",NA,"Tohoku",609,"月崎6次","福島県福島市","52図2　83頁","土器付着物","Ceramic Organic Residue","大木7b","C6","","C56",4571,33,"","-20.7 ± 0.4 ‰","福島市教育委員会2019『和台遺跡2018年度』"
"847","TKA-19942","YNNG23",NA,"Chubu",613,"柳坪北遺跡","山梨県北杜市長坂町","4-182　TR-6　ススYTK5","土器付着物","Ceramic Organic Residue","五領ヶ台2？　４","C4","","C234",4517,20,"","-31.6 ± 0.4 ‰",""
"848","YU-936","HDCTM-67",NA,"Hokkaido",60,"丸小山遺跡","北海道千歳市中央","ⅡH-10竪穴住居","土器付着物","Ceramic Organic Residue","タブコブ式","K2","","K2",3817,27,"-25.4084","0.425","小林謙一・小澤政彦・坂本稔2013「P30　炭素14年代による縄紋時代後期初頭の広域編年」『日本文化財科学会第30回大会研究発表要旨集』2013年度総会"
"849","PLD-8429","HDHN-1",NA,"Hokkaido",337,"浜中2遺跡","北海道礼文郡礼文町","R地点Ⅴ層","土器付着物","Ceramic Organic Residue","堂林式","K7","","K7",3410,100,"-79.6","1.96",""
"850","PLD-8852","HDHN-C1",NA,"Hokkaido",337,"浜中2遺跡","北海道礼文郡礼文町","HM2 96R 1号炉(V-1層)　960827","炭化材","Charred Remains","堂林式","K7","","K7",3185,25,"-27.79","0.52",""
"851","PLD-6456","HDHN-C2",NA,"Hokkaido",337,"浜中2遺跡","北海道礼文郡礼文町","HM2 96R 1号炉(V-1層)　960827","炭化材","Charred Remains","堂林式","K7","","K7",2980,30,"-27.38","0.22",""
"852","PLD-8853","HDHN-C3",NA,"Hokkaido",337,"浜中2遺跡","北海道礼文郡礼文町","HM2 96R 1号炉(V-1層)　960827","炭化材","Charred Remains","堂林式","K7","","K7",3175,25,"-29.11","0.49",""
"853","PLD-6457","HDHN-C4",NA,"Hokkaido",337,"浜中2遺跡","北海道礼文郡礼文町","HM2 96R 1号炉(V-1層)　960827","炭化材","Charred Remains","堂林式","K7","","K7",3035,35,"-23.32","0.21",""
"854","PLD-5161","HDMK-11",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H7住居跡","土器付着物","Ceramic Organic Residue","ホッケ澗式","K6","","K6",3370,25,"-25.5","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"855","PLD-5348","HDMK-29",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H14住居跡","土器付着物","Ceramic Organic Residue","堂林式","K7","","K7",3330,25,"-25.02","0.13","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"856","PLD-5355","HDMK-37",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H16住居跡,床面","土器付着物","Ceramic Organic Residue","ホッケ澗式","K6","","K6",3385,25,"-25.7","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"857","BETA-201633","HDMK-C2",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3360,40,"-27.2","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"858","PLD-4819","HDMK-C21",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-25住居跡","炭化材","Charred Remains","堂林式","K7","","K7",3320,25,"-26.33","0.11","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"859","PLD-4818","HDMK-C22",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-25住居跡","炭化材","Charred Remains","堂林式","K7","","K7",3345,20,"-27.56","0.22","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"860","PLD-4817","HDMK-C23",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-25住居跡","炭化材","Charred Remains","堂林式","K7","","K7",3245,25,"-26.62","0.12","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"861","BETA-201632","HDMK-C3",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3380,40,"-26.2","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"862","BETA-201628","HDMK-C4",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3350,40,"-26.5","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"863","BETA-201634","HDMK-C5",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3330,40,"-26.3","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"864","BETA-201631","HDMK-C7",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3380,40,"-25.1","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"865","BETA-201630","HDMK-C9",NA,"Hokkaido",431,"臼尻小学校遺跡","北海道函館市臼尻町（旧南茅部町）","H-7住居跡","炭化材","Charred Remains","ホッケ澗式","K6","","K6",3360,40,"-26.7","","年代測定研究グループ2006「北海道函館市臼尻小学校遺跡出土炭化材の14C年代測定」『臼尻小学校遺跡』　函館市教育委員会"
"866","IAAA-91728","HDMB-23",NA,"Hokkaido",4,"キウス4遺跡","北海道北海道千歳市中央","盛土遺構上位RMD,D2層","炭化材","Charred Remains","堂林式","K7","","K7",3073,32,"-27.31","0.61","小林謙一2011「縄紋時代盛土遺構の炭素14年代測定研究」『中央大学文学部紀要史学』第56号,中央大学文学部"
"867","IAAA-91729","HDMB-25",NA,"Hokkaido",4,"キウス4遺跡","北海道北海道千歳市中央","盛土遺構上位RMD ,D4層","炭化材","Charred Remains","堂林式","K7","","K7",3138,31,"-27.86","0.54","小林謙一2011「縄紋時代盛土遺構の炭素14年代測定研究」『中央大学文学部紀要史学』第56号,中央大学文学部"
"868","IAAA-91730","HDMB-27",NA,"Hokkaido",4,"キウス4遺跡","北海道北海道千歳市中央","盛土遺構上位RMD ,D6層","炭化材","Charred Remains","堂林式","K7","","K7",3188,31,"-26.7","0.45","小林謙一2011「縄紋時代盛土遺構の炭素14年代測定研究」『中央大学文学部紀要史学』第56号,中央大学文学部"
"869","IAAA-91731","HDMB-29",NA,"Hokkaido",4,"キウス4遺跡","北海道北海道千歳市中央","盛土遺構上位RMD,D12層（2層）","炭化材","Charred Remains","堂林式","K7","","K7",3110,31,"-28.9","0.26","小林謙一2011「縄紋時代盛土遺構の炭素14年代測定研究」『中央大学文学部紀要史学』第56号,中央大学文学部"
"870","IAAA-91732","HDMB-32",NA,"Hokkaido",4,"キウス4遺跡","北海道北海道千歳市中央","盛土遺構下位RMW W3層","炭化材","Charred Remains","堂林式","K7","","K7",3250,31,"-28.46","0.32","小林謙一2011「縄紋時代盛土遺構の炭素14年代測定研究」『中央大学文学部紀要史学』第56号,中央大学文学部"
"871","PLD-4172","AOH-076 (rt)",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","76住居跡","種実","Seed","十腰内5式以降","K8","K8-1","K8",3175,25,"-23.82","0.13","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"872","PLD-4171","AOH-121 (rt)",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","121住居跡","種実","Seed","十腰内4～5式","K7","","K7",3175,25,"-27.85","0.13","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"873","PLD-4173","AOH-K7 (rt)",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","51住居跡,1ピット,炭化材サンプル900626","炭化材","Charred Remains","十腰内5式以降","K8","K8-1","K8",3175,25,"-25.59","0.16","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"874","IAAA-30444","AOH-076",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","76住居跡","種実","Seed","十腰内5式以降","K8","K8-1","K8",3090,50,"-21.48","1.61","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"875","IAAA-30445","AOH-121",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","121住居跡","種実","Seed","十腰内4～5式","K7","","K7",3090,50,"-26","1.63","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"876","BETA-187229","AOH-K7",NA,"Tohoku",505,"風張(1)遺跡","青森県八戸市是川","51住居跡,1ピット,炭化材サンプル900626","炭化材","Charred Remains","十腰内5式以降","K8","K8-1","K8",3140,40,"-25.4","","小林謙一・今村峯雄・永嶋正春・西本豊弘・坂本稔・陳建立2004「八戸市是川遺跡・風張遺跡出土試料の14C年代測定」『八戸遺跡調査会埋蔵文化財調査報告書第5集　是川中居遺跡中居地区G・L・M』八戸市埋蔵文化財調査報告書第102集、八戸遺跡調査会"
"877","MTC-5391","AOMB-014",NA,"Tohoku",14,"三内沢部(3)遺跡","青森県青森市三内","SI01住居跡,1層","土器付着物","Ceramic Organic Residue","大木10式併行～後期初頭","K1","","K1",3945,40,"-25.5","","国立歴史民俗博物館・年代測定研究グループ（小林謙一・遠部慎・坂本稔・松崎浩之）2009「三沢市根井沼(3)遺跡出土試料の14C年代測定」『根井沼(3)遺跡』三沢市埋蔵文化財調査報告書第23集,三沢市教育委員会"
"878","MTC-5216","AOMB-017 a",NA,"Tohoku",308,"楢館遺跡","青森県八戸市是川楢館","29土坑,覆土","土器付着物","Ceramic Organic Residue","沖附式","K1","K1-3","K1",3845,40,"-24.5","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之2005「青森県楢館遺跡出土試料の14C年代測定」『楢館遺跡Ⅱ－八戸南環状道路建設事業に伴う遺跡発掘調査報告－』青森県埋蔵文化財調査報告書第388集 青森県教育委員会"
"879","BETA-168196","IK-4",NA,"Tohoku",313,"横町遺跡","岩手県北上市黒沢尻町","YM93,1478溝,IN87,931201,IM86,17・8層,7･5･6層","土器付着物","Ceramic Organic Residue","大木10c式","K1","K1-1","K1",3920,40,"-26.9","","小林謙一・坂本稔・陳建立・今村峯雄2004「北上市内遺跡出土土器付着物の14C年代測定」『北上市埋蔵文化財年報（2002年度）』北上市埋蔵文化財センター"
"880","MTC-5097","IK-41",NA,"Tohoku",362,"牡丹畑遺跡","岩手県北上市黒沢尻町","SX070","土器付着物","Ceramic Organic Residue","十腰内5式直後","K6","","K6",3055,40,"-27.4","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之2005「北上市内遺跡出土土器付着物の14C年代測定(2)」『北上市埋蔵文化財年報（2003年度）』北上市立埋蔵文化財センター"
"881","IAAA-40517","AKT-065",NA,"Tohoku",400,"砕渕遺跡","秋田県北秋田市森吉町(旧森吉町）","2JBSK45,RP02,010717","土器付着物","Ceramic Organic Residue","十腰内5式以降","K8","","K8",2950,40,"-27.5","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"882","MTC-3302","AKT-078",NA,"Tohoku",435,"茨野遺跡","秋田県大仙市北楢岡（旧神岡町）","SK269土坑,19(2019)","土器付着物","Ceramic Organic Residue","加曽利B1式(十腰内2式・宮戸1b式)","K4","","K4",3510,35,"-24.8","","小林謙一・今村峯雄・坂本稔・松崎浩之2004「秋田県神岡町茨野遺跡出土土器付着炭化物の14C年代測定」『神岡町文化財調査報告書　茨野遺跡－下タ野地区県営担い手育成基盤整備事業に係る埋蔵文化財発掘調査報告書』秋田県神岡町教育委員会"
"883","MTC-3303","AKT-079",NA,"Tohoku",435,"茨野遺跡","秋田県大仙市北楢岡（旧神岡町）","SN175(19)焼土,020729","土器付着物","Ceramic Organic Residue","宮戸Ⅰb式","K2","","K2",3720,40,"-24.2","","小林謙一・今村峯雄・坂本稔・松崎浩之2004「秋田県神岡町茨野遺跡出土土器付着炭化物の14C年代測定」『神岡町文化財調査報告書　茨野遺跡－下タ野地区県営担い手育成基盤整備事業に係る埋蔵文化財発掘調査報告書』秋田県神岡町教育委員会"
"884","IAAA-31605","AKT-118",NA,"Tohoku",357,"漆下遺跡","秋田県北秋田市森吉町(旧森吉町）","ST01捨場","土器付着物","Ceramic Organic Residue","十腰内5式","K6","","K6",3150,30,"-25.8","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"885","BETA-186412","AKT-124",NA,"Tohoku",357,"漆下遺跡","秋田県北秋田市森吉町(旧森吉町）","2US,SX0771土坑,011017","土器付着物","Ceramic Organic Residue","十腰内5式","K6","","K6",3280,40,"-24.3","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"886","IAAA-31606","AKT-128",NA,"Tohoku",357,"漆下遺跡","秋田県北秋田市森吉町(旧森吉町）","ST101捨場","漆","Lacquer","十腰内1式","K3","","K3",3620,30,"-28.5","0.67","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"887","MTC-4046","AKT-121 (re)",NA,"Tohoku",357,"漆下遺跡","秋田県北秋田市森吉町(旧森吉町）","ST01捨場","土器付着物","Ceramic Organic Residue","十腰内2式(加曽利B1式併行)","K4","","K4",3495,35,"-27.5","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"888","MTC-4047","AKT-124 (re)",NA,"Tohoku",357,"漆下遺跡","秋田県北秋田市森吉町(旧森吉町）","2US,SX0771土坑,011017","土器付着物","Ceramic Organic Residue","十腰内5式","K6","","K6",3250,40,"-24.6","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之・小林　克2005「秋田県内遺跡出土試料の14C年代測定」『（財）秋田県埋蔵文化財センター研究紀要』第19号 （財）秋田県埋蔵文化財センター"
"889","PLD-4484","AKT-135 (re)",NA,"Tohoku",263,"日廻岱B遺跡","秋田県北秋田市森吉町(旧森吉町）","2HMT-BN,SNR2612,020731","土器付着物","Ceramic Organic Residue","韮窪式","K1","K1-3","K1",3825,25,"-26.3","","国立歴史民俗博物館・年代測定グループ2006「秋田県内遺跡出土試料の14C年代測定（その２）」『（財）秋田県埋蔵文化財センター研究紀要』第20号,（財）秋田県埋蔵文化財センター"
"890","MTC-6992","YGT-24",NA,"Tohoku",202,"小山崎遺跡","山形県飽海郡遊佐町","","土器付着物","Ceramic Organic Residue","加曽利B式併行～宝ケ峰2式","K5","","K5",3395,30,"-25.6","","国立歴史民俗博物館・年代測定研究グループ（小林謙一・小林圭一・坂本　稔・松崎浩之）2006「山形県内遺跡出土試料の14C年代測定(2)」『（財）山形県埋蔵文化財センター研究紀要』第4号"
"891","MTC-6997","YGT-29",NA,"Tohoku",202,"小山崎遺跡","山形県飽海郡遊佐町","","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3325,30,"-27.3","","国立歴史民俗博物館・年代測定研究グループ（小林謙一・小林圭一・坂本　稔・松崎浩之）2006「山形県内遺跡出土試料の14C年代測定(2)」『（財）山形県埋蔵文化財センター研究紀要』第4号"
"892","MTC-6998","YGT-30",NA,"Tohoku",202,"小山崎遺跡","山形県飽海郡遊佐町","","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3630,30,"-24","","国立歴史民俗博物館・年代測定研究グループ（小林謙一・小林圭一・坂本　稔・松崎浩之）2006「山形県内遺跡出土試料の14C年代測定(2)」『（財）山形県埋蔵文化財センター研究紀要』第4号"
"893","IAAA-11626","HIBB-1",NA,"Tohoku",409,"稲干場遺跡","福島県南会津郡下郷町","H23,LIV,020730","土器付着物","Ceramic Organic Residue","十腰内式新","K7","","K7",3100,30,"-25.1","","小林謙一・今村峯雄・坂本　稔2003「付編1　福島県南倉沢・稲干場遺跡出土試料の炭素年代測定」『 一般国道289号南倉沢バイパス遺跡発掘調査報告1　福島県文化財調査報告書第409集』 福島県文化振興事業団"
"894","MTC-4314","HK-17",NA,"Tohoku",107,"割田A遺跡","福島県郡山市田村町細田","SI26住居跡,No1","土器付着物","Ceramic Organic Residue","綱取2式","K2","","K2",3715,35,"-26.9","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之2005 「福島県郡山市内遺跡出土試料の14C年代測定 『町Ｂ遺跡』 福島県郡山市教育委員会 付章１ "
